,municipality,house_price,total_sunshine_h,mean_sunshine_h,windspeed_mean_kmh,total_precipitation_mm,mean_precipitation_mm,year,quarter_num,quarter_ord,log_price_sqm,avg_income,cinema,college,courthouse,fire_station,hospital,kindergarten,library,mall,museum,pharmacy,police,post_office,school,station,theatre,university
1187,Tavira,2420.0,793.4282111111111,8.81586901234568,12.546666666666669,58.0,0.6444444444444445,2023,1,14,7.791522819150732,1125.0,3.0,0.0,1.0,2.0,0.0,22.0,2.0,2.0,12.0,16.0,7.0,6.0,30.0,13.0,3.0,0.0
1188,Vila do Bispo,2669.0,811.3762138888889,9.0152912654321,16.845555555555556,108.0,1.2,2023,1,14,7.889459149404524,1120.4,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,3.0,3.0,2.0,3.0,6.0,0.0,0.0,0.0
1189,Vila Real de Santo António,2046.0,786.3717583333333,8.737463981481481,11.717777777777776,47.4,0.5266666666666666,2023,1,14,7.6236419465115715,1179.5,2.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,10.0,8.0,5.0,21.0,6.0,3.0,0.0
1190,Angra do Heroísmo,938.0,677.2018166666667,7.524464629629629,18.38111111111111,478.3,5.314444444444445,2023,1,14,6.843749949006225,1266.8,1.0,0.0,1.0,5.0,1.0,4.0,2.0,2.0,14.0,11.0,5.0,3.0,42.0,1.0,4.0,1.0
1194,Lagoa,1302.0,1596.6641388888888,8.870356327160493,12.885555555555555,156.8,0.8711111111111112,2023,1,14,7.171656822768514,1264.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0,1.0,2.0,11.0,2.0,3.0,15.0,5.0,2.0,0.0
1195,Lagoa,1302.0,1596.6641388888888,8.870356327160493,12.885555555555555,156.8,0.8711111111111112,2023,1,14,7.171656822768514,1173.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0,1.0,2.0,11.0,2.0,3.0,15.0,5.0,2.0,0.0
1199,Ponta Delgada,1353.0,689.8321138888889,7.664801265432099,21.32555555555556,383.6,4.262222222222222,2023,1,14,7.210079628170788,1432.0,1.0,1.0,1.0,3.0,2.0,6.0,5.0,3.0,11.0,17.0,6.0,7.0,55.0,1.0,5.0,1.0
1200,Povoação,745.0,679.1006083333333,7.5455623148148145,19.855555555555554,465.5,5.172222222222223,2023,1,14,6.61338421837956,1094.7,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,3.0,11.0,0.0,1.0,0.0
1201,Ribeira Grande,984.0,681.3778472222223,7.570864969135803,15.328888888888889,538.7,5.985555555555556,2023,1,14,6.891625897052253,1171.4,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,12.0,6.0,4.0,3.0,23.0,1.0,2.0,0.0
1202,Santa Cruz da Graciosa,354.0,705.5307472222222,7.839230524691358,24.35,278.1,3.0900000000000003,2023,1,14,5.869296913133774,1215.1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,5.0,1.0,1.0,0.0
1203,São Roque do Pico,1182.0,679.173188888889,7.546368765432099,20.224444444444444,628.2,6.98,2023,1,14,7.074963197966044,1242.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0
1204,Velas,651.0,695.097975,7.723310833333334,27.72222222222222,269.7,2.9966666666666666,2023,1,14,6.478509642208569,1146.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,5.0,1.0,0.0,0.0
1205,Vila da Praia da Vitória,869.0,656.6022916666667,7.295581018518519,19.078888888888887,395.7,4.3966666666666665,2023,1,14,6.767343125265392,1239.7,0.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,4.0,3.0,7.0,2.0,20.0,0.0,4.0,0.0
1206,Vila do Porto,1111.0,695.0060583333334,7.722289537037038,28.217777777777776,187.9,2.0877777777777777,2023,1,14,7.01301578963963,2142.2,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,10.0,1.0,0.0,0.0
1207,Vila Franca do Campo,1085.0,670.8450638888888,7.453834043209876,20.80333333333333,513.0,5.7,2023,1,14,6.98933526597456,1057.4,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,2.0,1.0,3.0,5.0,4.0,1.0,0.0
1210,Câmara de Lobos,1483.0,815.8761055555556,9.065290061728396,10.176666666666666,133.4,1.4822222222222223,2023,1,14,7.301822342137932,1137.2,0.0,1.0,0.0,2.0,1.0,4.0,3.0,1.0,2.0,14.0,1.0,7.0,36.0,4.0,1.0,0.0
1211,Funchal,2172.0,815.8761055555556,9.065290061728396,10.176666666666666,133.4,1.4822222222222223,2023,1,14,7.683403681053826,1377.9,1.0,1.0,4.0,7.0,5.0,16.0,8.0,28.0,28.0,45.0,12.0,16.0,73.0,7.0,7.0,4.0
1213,Ponta do Sol,1242.0,834.0445138888889,9.2671612654321,9.635555555555555,224.9,2.498888888888889,2023,1,14,7.124478262493424,1094.3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,10.0,0.0,0.0,0.0
1214,Porto Moniz,761.0,833.3473944444444,9.25941549382716,19.912222222222223,194.6,2.1622222222222223,2023,1,14,6.634633357861686,1000.1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,4.0,0.0,0.0
1217,Santa Cruz,1437.0,897.2617138888888,9.969574598765432,6.908888888888888,155.8,1.7311111111111113,2023,1,14,7.270312886079025,1275.6,0.0,0.0,1.0,4.0,1.0,6.0,4.0,13.0,4.0,12.0,6.0,6.0,24.0,4.0,3.0,0.0
1218,Santana,816.0,979.7592583333334,10.886213981481482,5.9077777777777785,247.1,2.7455555555555557,2023,1,14,6.704414354964107,1060.2,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,4.0,1.0,4.0,10.0,2.0,3.0,0.0
1219,São Vicente,1032.0,771.5284444444444,8.572538271604937,6.572222222222222,827.1,9.19,2023,1,14,6.939253946041508,1043.7,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,4.0,3.0,2.0,1.0,4.0,0.0,1.0,1.0
1220,Arcos de Valdevez,778.0,431.47245833333335,4.689918025362319,10.234782608695651,1927.1,20.946739130434786,2022,4,13,6.656726524178391,1079.2,1.0,0.0,2.0,3.0,4.0,11.0,4.0,2.0,5.0,10.0,2.0,4.0,15.0,1.0,1.0,0.0
1224,Paredes de Coura,587.0,435.5665944444444,4.734419504830917,11.191304347826089,1587.3,17.253260869565217,2022,4,13,6.375024819828097,1068.5,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,4.0,1.0,1.0,7.0,1.0,0.0,0.0
1225,Ponte da Barca,915.0,431.06767777777776,4.685518236714976,9.80108695652174,1846.1,20.066304347826087,2022,4,13,6.818924065275521,967.7,1.0,0.0,2.0,3.0,4.0,11.0,3.0,2.0,7.0,10.0,2.0,3.0,16.0,1.0,1.0,0.0
1226,Ponte de Lima,1142.0,466.0277388888889,5.065518900966183,11.375,1507.3,16.383695652173913,2022,4,13,7.040536390215956,1074.8,0.0,0.0,1.0,2.0,3.0,15.0,2.0,2.0,3.0,13.0,6.0,2.0,39.0,2.0,1.0,2.0
1227,Valença,841.0,534.0791083333334,5.805207699275362,13.027173913043478,323.6,3.5173913043478264,2022,4,13,6.734591659972948,1070.4,0.0,0.0,2.0,1.0,0.0,2.0,3.0,1.0,3.0,7.0,6.0,4.0,23.0,5.0,1.0,1.0
1228,Viana do Castelo,1297.0,503.17522777777776,5.46929595410628,16.764130434782608,1265.9,13.759782608695652,2022,4,13,7.167809184316444,1246.0,2.0,0.0,2.0,5.0,3.0,20.0,2.0,6.0,7.0,24.0,12.0,4.0,66.0,16.0,1.0,4.0
1229,Vila Nova de Cerveira,889.0,483.86655277777777,5.259419051932367,13.459782608695653,1404.5,15.266304347826088,2022,4,13,6.790097235513905,1238.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,5.0,2.0,1.0,13.0,3.0,1.0,0.0
1230,Amares,967.0,435.646775,4.735291032608695,10.196739130434782,1491.3,16.20978260869565,2022,4,13,6.874198495453294,1063.4,0.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,3.0,5.0,2.0,3.0,31.0,0.0,0.0,0.0
1231,Barcelos,1126.0,453.5551972222222,4.929947795893719,12.292391304347827,1290.2,14.02391304347826,2022,4,13,7.026426808699636,1091.8,1.0,0.0,2.0,5.0,3.0,48.0,4.0,9.0,7.0,45.0,5.0,11.0,126.0,17.0,4.0,6.0
1232,Braga,1330.0,459.7134527777778,4.996885356280194,11.233695652173912,1345.5,14.625,2022,4,13,7.1929342212158,1286.0,2.0,2.0,2.0,4.0,9.0,57.0,7.0,22.0,21.0,53.0,10.0,16.0,159.0,11.0,5.0,7.0
1233,Esposende,1359.0,484.1474222222223,5.262471980676329,15.51195652173913,1217.9,13.23804347826087,2022,4,13,7.214504414151143,1064.6,1.0,1.0,1.0,2.0,4.0,12.0,1.0,1.0,8.0,11.0,3.0,4.0,32.0,1.0,1.0,0.0
1234,Terras de Bouro,845.0,426.3112888888889,4.633818357487923,9.406521739130437,1675.3,18.20978260869565,2022,4,13,6.739336627357174,1054.1,0.0,0.0,1.0,2.0,3.0,4.0,1.0,0.0,7.0,4.0,2.0,3.0,18.0,1.0,0.0,0.0
1235,Vila Verde,1013.0,437.7231805555556,4.757860658212561,10.47391304347826,1439.1,15.642391304347823,2022,4,13,6.920671504248683,1012.5,1.0,0.0,3.0,5.0,6.0,27.0,2.0,4.0,4.0,21.0,6.0,6.0,68.0,1.0,0.0,0.0
1236,Cabeceiras de Basto,801.0,442.58686944444446,4.81072684178744,10.977173913043478,1348.8,14.660869565217393,2022,4,13,6.68586094706836,922.0,0.0,0.0,1.0,2.0,0.0,6.0,1.0,0.0,8.0,6.0,2.0,2.0,17.0,1.0,0.0,0.0
1237,Fafe,875.0,455.3495388888889,4.949451509661836,10.789130434782608,1139.5,12.38586956521739,2022,4,13,6.774223886357614,981.2,0.0,0.0,1.0,1.0,1.0,15.0,2.0,3.0,7.0,11.0,3.0,3.0,49.0,1.0,1.0,1.0
1238,Guimarães,1115.0,467.9528861111111,5.086444414251208,11.808695652173911,1118.5,12.157608695652174,2022,4,13,7.016609683894219,1103.6,6.0,0.0,7.0,9.0,14.0,61.0,13.0,32.0,25.0,80.0,16.0,27.0,226.0,14.0,9.0,10.0
1239,Mondim de Basto,593.0,468.6508777777778,5.094031280193237,9.618478260869566,1055.8,11.47608695652174,2022,4,13,6.385194398997726,902.8,0.0,0.0,0.0,2.0,1.0,5.0,2.0,0.0,4.0,4.0,2.0,1.0,19.0,1.0,0.0,0.0
1240,Póvoa de Lanhoso,918.0,453.7257722222223,4.931801871980676,11.105434782608697,1359.9,14.781521739130437,2022,4,13,6.822197390620491,970.7,0.0,0.0,1.0,2.0,1.0,11.0,1.0,2.0,2.0,5.0,1.0,2.0,18.0,0.0,1.0,1.0
1241,Vieira do Minho,608.0,428.0155,4.652342391304348,10.456521739130435,1727.4,18.77608695652174,2022,4,13,6.410174881966167,943.9,0.0,0.0,0.0,2.0,2.0,6.0,1.0,1.0,4.0,6.0,4.0,3.0,14.0,3.0,0.0,0.0
1242,Vila Nova de Famalicão,1136.0,467.8317666666667,5.0851278985507244,12.845652173913043,1154.2,12.545652173913044,2022,4,13,7.035268599281097,1257.8,0.0,1.0,2.0,9.0,6.0,50.0,6.0,15.0,17.0,46.0,12.0,12.0,132.0,14.0,7.0,2.0
1243,Vizela,969.0,489.70703333333336,5.322902536231885,13.251086956521736,1075.9,11.694565217391306,2022,4,13,6.876264611890766,1043.7,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,2.0,21.0,3.0,1.0,0.0
1244,Arouca,816.0,505.6811305555556,5.496534027777778,12.680434782608694,1039.4,11.297826086956524,2022,4,13,6.704414354964107,1091.2,2.0,1.0,2.0,6.0,1.0,9.0,5.0,2.0,5.0,10.0,3.0,9.0,58.0,3.0,6.0,0.0
1246,Gondomar,1479.0,501.91166111111113,5.455561533816425,13.210869565217392,1054.4,11.460869565217392,2022,4,13,7.2991214627108,1141.0,2.0,2.0,2.0,11.0,3.0,74.0,6.0,7.0,12.0,46.0,17.0,20.0,188.0,30.0,10.0,1.0
1247,Maia,1613.0,502.14145,5.458059239130435,16.194565217391304,1000.4,10.87391304347826,2022,4,13,7.385851078125209,1430.5,5.0,1.0,2.0,12.0,6.0,68.0,7.0,22.0,14.0,68.0,15.0,25.0,165.0,55.0,10.0,11.0
1248,Matosinhos,2089.0,517.4558194444445,5.6245197765700485,15.875,1044.1,11.34891304347826,2022,4,13,7.644440761556566,1536.5,3.0,4.0,3.0,8.0,9.0,54.0,7.0,22.0,20.0,61.0,13.0,19.0,127.0,44.0,12.0,23.0
1249,Oliveira de Azeméis,921.0,472.2955055555556,5.133646799516908,12.951086956521738,1249.2,13.578260869565218,2022,4,13,6.825460036255307,1272.6,4.0,1.0,8.0,9.0,5.0,38.0,7.0,6.0,12.0,27.0,6.0,21.0,108.0,12.0,12.0,3.0
1250,Paredes,1005.0,586.1182194444444,6.370850211352657,12.9,267.7,2.909782608695652,2022,4,13,6.912742820493176,1059.1,0.0,0.0,1.0,9.0,2.0,29.0,3.0,4.0,4.0,18.0,7.0,9.0,89.0,14.0,5.0,2.0
1251,Porto,2568.0,517.4558194444445,5.6245197765700485,15.875,1044.1,11.34891304347826,2022,4,13,7.850882664809852,1628.7,8.0,11.0,11.0,8.0,20.0,72.0,20.0,39.0,72.0,119.0,36.0,30.0,213.0,53.0,24.0,43.0
1252,Póvoa de Varzim,1641.0,502.11687222222224,5.4577920893719805,15.908695652173911,1085.2,11.795652173913044,2022,4,13,7.403061091090091,1134.2,0.0,0.0,0.0,3.0,5.0,22.0,4.0,8.0,6.0,14.0,5.0,2.0,49.0,4.0,3.0,3.0
1254,Santo Tirso,986.0,479.7904333333333,5.215113405797101,13.73913043478261,1074.7,11.681521739130435,2022,4,13,6.893656354602635,1161.4,1.0,0.0,2.0,7.0,4.0,20.0,1.0,8.0,6.0,29.0,9.0,10.0,95.0,10.0,3.0,0.0
1255,São João da Madeira,1054.0,486.6107861111111,5.289247675120773,13.942391304347826,1191.7,12.953260869565218,2022,4,13,6.960347729101308,1212.6,2.0,0.0,1.0,3.0,2.0,7.0,1.0,3.0,2.0,6.0,2.0,5.0,26.0,4.0,4.0,0.0
1257,Vale de Cambra,1030.0,486.6107861111111,5.289247675120773,13.942391304347826,1191.7,12.953260869565218,2022,4,13,6.937314081223682,1261.4,1.0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,4.0,7.0,2.0,3.0,48.0,2.0,5.0,0.0
1258,Valongo,1391.0,501.91166111111113,5.455561533816425,13.210869565217392,1054.4,11.460869565217392,2022,4,13,7.237778191923443,1229.6,3.0,2.0,1.0,5.0,4.0,38.0,2.0,4.0,6.0,26.0,11.0,8.0,101.0,18.0,7.0,1.0
1259,Vila do Conde,1586.0,502.11687222222224,5.4577920893719805,15.908695652173911,1085.2,11.795652173913044,2022,4,13,7.368970402194793,1267.1,1.0,0.0,1.0,6.0,6.0,21.0,5.0,9.0,13.0,30.0,11.0,8.0,84.0,18.0,8.0,5.0
1260,Vila Nova de Gaia,1648.0,517.4558194444445,5.6245197765700485,15.875,1044.1,11.34891304347826,2022,4,13,7.4073177104694174,1305.7,6.0,4.0,6.0,10.0,9.0,73.0,17.0,25.0,49.0,80.0,24.0,20.0,207.0,38.0,16.0,15.0
1262,Chaves,916.0,462.15288888888887,5.023400966183575,7.988043478260869,479.5,5.211956521739131,2022,4,13,6.82001636467413,1094.2,1.0,1.0,2.0,4.0,3.0,13.0,2.0,1.0,9.0,17.0,7.0,6.0,35.0,3.0,0.0,1.0
1263,Montalegre,581.0,429.2049388888889,4.665271074879227,11.81086956521739,1269.0,13.793478260869565,2022,4,13,6.364750756851911,978.1,0.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,7.0,8.0,4.0,4.0,13.0,2.0,1.0,0.0
1264,Ribeira de Pena,403.0,456.9039666666667,4.966347463768116,8.945652173913043,1064.5,11.570652173913045,2022,4,13,5.998936561946683,1140.2,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,4.0,2.0,9.0,0.0,0.0,0.0
1265,Valpaços,469.0,513.1946666666666,5.578202898550725,6.202173913043478,428.1,4.653260869565218,2022,4,13,6.150602768446279,931.0,1.0,1.0,3.0,5.0,5.0,16.0,3.0,1.0,11.0,25.0,10.0,6.0,44.0,4.0,1.0,2.0
1266,Vila Pouca de Aguiar,625.0,479.30463333333336,5.209832971014493,10.331521739130435,667.7,7.257608695652174,2022,4,13,6.437751649736401,978.1,0.0,0.0,1.0,2.0,0.0,8.0,1.0,0.0,2.0,4.0,3.0,3.0,11.0,1.0,1.0,0.0
1269,Castelo de Paiva,917.0,516.2948638888889,5.6119006944444445,12.27391304347826,926.9,10.075,2022,4,13,6.821107472256465,967.0,0.0,0.0,1.0,2.0,2.0,12.0,1.0,0.0,2.0,6.0,2.0,4.0,26.0,0.0,3.0,0.0
1270,Celorico de Basto,632.0,473.82741111111113,5.150297946859904,10.645652173913044,1045.8,11.367391304347825,2022,4,13,6.448889394146858,941.5,0.0,0.0,1.0,2.0,1.0,16.0,4.0,1.0,5.0,9.0,2.0,2.0,30.0,3.0,0.0,0.0
1271,Cinfães,466.0,493.61872222222223,5.365420893719807,10.554347826086955,960.7,10.442391304347826,2022,4,13,6.144185634125646,988.4,0.0,0.0,1.0,3.0,5.0,6.0,0.0,0.0,1.0,9.0,5.0,2.0,47.0,1.0,3.0,0.0
1272,Felgueiras,848.0,473.82741111111113,5.150297946859904,10.645652173913044,1045.8,11.367391304347825,2022,4,13,6.742880635791903,1020.7,0.0,0.0,1.0,2.0,1.0,16.0,3.0,2.0,1.0,13.0,3.0,4.0,62.0,2.0,1.0,1.0
1273,Lousada,897.0,483.2486916666667,5.252703170289856,11.423913043478262,1071.6,11.64782608695652,2022,4,13,6.799055862058796,984.9,0.0,0.0,1.0,2.0,2.0,11.0,1.0,0.0,1.0,7.0,1.0,1.0,52.0,5.0,0.0,0.0
1274,Marco de Canaveses,860.0,508.3802194444445,5.525871950483092,10.016304347826088,925.3,10.057608695652174,2022,4,13,6.756932389247553,989.4,2.0,0.0,3.0,5.0,6.0,23.0,2.0,3.0,3.0,13.0,7.0,3.0,109.0,13.0,2.0,1.0
1275,Paços de Ferreira,965.0,491.892475,5.346657336956522,13.191304347826089,1095.6,11.908695652173911,2022,4,13,6.872128101338986,1012.8,1.0,0.0,1.0,2.0,0.0,7.0,0.0,2.0,3.0,7.0,3.0,3.0,36.0,2.0,1.0,0.0
1277,Resende,408.0,798.3209166666667,8.677401268115942,5.902173913043479,672.4,7.308695652173912,2022,4,13,6.0112671744041615,915.9,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,11.0,5.0,3.0,0.0
1278,Alijó,600.0,498.69284444444446,5.420574396135266,7.916304347826086,600.2,6.523913043478261,2022,4,13,6.396929655216146,1026.1,0.0,0.0,1.0,5.0,2.0,6.0,1.0,0.0,1.0,7.0,3.0,3.0,22.0,3.0,4.0,0.0
1279,Armamar,203.0,485.5692944444445,5.27792711352657,8.298913043478262,483.8,5.258695652173913,2022,4,13,5.313205979041787,1007.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
1280,Carrazeda de Ansiães,361.0,506.8977,5.509757608695652,7.852173913043478,509.6,5.539130434782609,2022,4,13,5.8888779583328805,955.9,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,4.0,3.0,2.0,1.0,9.0,6.0,0.0,0.0
1282,Mesão Frio,536.0,492.9326638888889,5.357963737922705,6.055434782608696,536.6,5.832608695652175,2022,4,13,6.284134161070802,1086.4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,7.0,4.0,0.0,0.0
1284,Murça,485.0,508.4233361111111,5.526340609903381,7.960869565217391,412.5,4.483695652173913,2022,4,13,6.184148890937483,1026.8,0.0,0.0,0.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,15.0,1.0,3.0,0.0
1286,Sabrosa,423.0,498.69284444444446,5.420574396135266,7.916304347826086,600.2,6.523913043478261,2022,4,13,6.0473721790462776,1107.9,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,3.0,2.0,2.0,21.0,3.0,1.0,0.0
1287,Santa Marta de Penaguião,408.0,503.30831666666666,5.470742572463768,6.714130434782609,547.1,5.946739130434783,2022,4,13,6.0112671744041615,941.9,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,22.0,0.0,1.0,0.0
1290,Tabuaço,443.0,507.5191916666666,5.516512952898551,8.886956521739132,465.7,5.0619565217391305,2022,4,13,6.093569770045136,1074.4,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0
1291,Tarouca,626.0,477.0921166666666,5.185783876811594,11.955434782608696,544.7,5.920652173913044,2022,4,13,6.439350371100098,966.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,5.0,1.0,2.0,9.0,0.0,0.0,0.0
1292,Torre de Moncorvo,358.0,530.9709722222223,5.771423611111112,6.590217391304347,410.9,4.466304347826087,2022,4,13,5.8805329864007,960.2,2.0,0.0,2.0,4.0,0.0,13.0,2.0,0.0,9.0,8.0,6.0,4.0,14.0,3.0,4.0,1.0
1293,Vila Nova de Foz Côa,357.0,530.5037666666667,5.766345289855073,7.585869565217391,377.0,4.0978260869565215,2022,4,13,5.877735781779639,1033.4,3.0,0.0,3.0,3.0,0.0,5.0,3.0,0.0,9.0,7.0,4.0,9.0,9.0,6.0,4.0,1.0
1294,Vila Real,1198.0,671.477275,7.298666032608695,8.109782608695653,135.5,1.4728260869565215,2022,4,13,7.088408778675395,1219.8,4.0,6.0,21.0,33.0,17.0,91.0,25.0,11.0,66.0,103.0,47.0,51.0,302.0,35.0,19.0,4.0
1295,Alfândega da Fé,407.0,510.03765,5.543887499999999,7.746739130434783,418.5,4.548913043478261,2022,4,13,6.008813185442595,968.4,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0
1296,Bragança,850.0,501.414625,5.450158967391304,10.494565217391305,493.4,5.363043478260869,2022,4,13,6.745236349484363,1144.2,4.0,0.0,8.0,18.0,11.0,42.0,14.0,1.0,53.0,64.0,36.0,27.0,155.0,21.0,12.0,7.0
1299,Mirandela,783.0,508.9733305555556,5.5323188103864736,6.089130434782609,413.7,4.496739130434783,2022,4,13,6.663132695990803,1062.4,0.0,0.0,2.0,3.0,3.0,12.0,2.0,0.0,4.0,12.0,5.0,4.0,24.0,2.0,0.0,1.0
1300,Mogadouro,418.0,522.9643638888889,5.684395259661836,11.420652173913044,352.4,3.830434782608696,2022,4,13,6.035481432524756,980.7,1.0,0.0,1.0,2.0,3.0,4.0,1.0,0.0,2.0,6.0,4.0,4.0,16.0,1.0,1.0,0.0
1301,Vila Flor,347.0,516.0158833333334,5.608868297101449,7.314130434782609,418.9,4.553260869565217,2022,4,13,5.849324779946859,1014.3,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,10.0,0.0,1.0,0.0
1302,Vinhais,427.0,459.10374722222224,4.990258121980676,10.664130434782608,559.7,6.083695652173914,2022,4,13,6.056784013228625,924.7,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,4.0,2.0,2.0,2.0,11.0,0.0,1.0,0.0
1304,Albergaria-a-Velha,970.0,491.6764694444444,5.344309450483092,12.145652173913044,1114.6,12.115217391304348,2022,4,13,6.877296071497429,1256.1,1.0,0.0,2.0,4.0,1.0,32.0,3.0,3.0,6.0,22.0,6.0,15.0,75.0,15.0,6.0,2.0
1306,Aveiro,1613.0,536.2126805555556,5.828398701690822,14.36304347826087,818.7,8.898913043478261,2022,4,13,7.385851078125209,1406.6,1.0,1.0,5.0,8.0,3.0,38.0,4.0,10.0,14.0,41.0,12.0,22.0,120.0,14.0,7.0,8.0
1307,Estarreja,857.0,503.63829444444445,5.474329287439613,12.748913043478264,1067.5,11.603260869565217,2022,4,13,6.75343791859778,1383.1,0.0,0.0,1.0,2.0,1.0,5.0,2.0,0.0,5.0,5.0,3.0,4.0,27.0,5.0,1.0,0.0
1308,Ílhavo,1450.0,539.4543944444445,5.863634722222223,13.154347826086957,809.2,8.795652173913044,2022,4,13,7.27931883541462,1313.0,1.0,1.0,4.0,4.0,2.0,21.0,4.0,6.0,13.0,27.0,9.0,10.0,75.0,4.0,6.0,8.0
1309,Murtosa,1045.0,532.612525,5.789266576086956,15.543478260869565,868.0,9.434782608695652,2022,4,13,6.951772164398911,1039.7,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,4.0,1.0,3.0,11.0,0.0,0.0,0.0
1310,Oliveira do Bairro,922.0,518.8383277777777,5.6395470410628015,11.98695652173913,740.8,8.052173913043477,2022,4,13,6.826545223556594,1211.4,0.0,0.0,0.0,1.0,2.0,9.0,2.0,0.0,4.0,5.0,3.0,3.0,39.0,3.0,0.0,0.0
1311,Ovar,1241.0,431.8509472222222,4.694032035024154,8.456521739130435,118.8,1.2913043478260868,2022,4,13,7.123672785204607,1259.6,3.0,0.0,4.0,4.0,4.0,32.0,6.0,5.0,11.0,30.0,9.0,23.0,92.0,15.0,12.0,0.0
1312,Sever do Vouga,487.0,482.9102333333333,5.249024275362319,12.27608695652174,1216.5,13.222826086956522,2022,4,13,6.18826412308259,1215.4,0.0,1.0,1.0,1.0,0.0,9.0,1.0,0.0,1.0,6.0,1.0,4.0,21.0,1.0,4.0,0.0
1313,Vagos,1162.0,540.3737555555556,5.873627777777778,12.542391304347827,799.1,8.685869565217391,2022,4,13,7.057897937411856,1173.5,0.0,0.0,1.0,3.0,1.0,12.0,0.0,1.0,0.0,5.0,2.0,4.0,33.0,0.0,0.0,0.0
1315,Cantanhede,803.0,542.5781722222222,5.897588828502415,12.879347826086958,689.3,7.492391304347826,2022,4,13,6.688354713946762,1175.2,0.0,0.0,1.0,3.0,3.0,25.0,2.0,1.0,5.0,18.0,7.0,7.0,67.0,0.0,1.0,0.0
1316,Coimbra,1664.0,537.1893222222222,5.839014371980676,12.610869565217392,681.8,7.410869565217391,2022,4,13,7.416979621381154,1331.2,3.0,4.0,13.0,5.0,13.0,58.0,13.0,16.0,22.0,50.0,12.0,30.0,133.0,17.0,10.0,18.0
1317,Condeixa-a-Nova,1054.0,534.7293861111111,5.812275935990338,13.084782608695653,584.4,6.352173913043478,2022,4,13,6.960347729101308,1152.1,0.0,0.0,1.0,1.0,3.0,10.0,1.0,0.0,4.0,7.0,1.0,6.0,24.0,2.0,1.0,1.0
1320,Lousã,855.0,515.3816361111111,5.601974305555555,11.871739130434785,638.9,6.944565217391304,2022,4,13,6.75110146893676,1093.4,0.0,0.0,1.0,2.0,1.0,6.0,1.0,1.0,4.0,6.0,1.0,2.0,9.0,0.0,2.0,0.0
1322,Mira,1182.0,622.976275,6.77148125,10.63804347826087,116.7,1.2684782608695653,2022,4,13,7.074963197966044,1076.4,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,2.0,2.0,2.0,15.0,0.0,0.0,0.0
